Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
Asus ROG Army	S8	ES	56	41.1%	0.84	1756	-62	34:40	11.2	13.4	6.0	7.1	35.7	33.9	1.70	46.5	-	0.46	59.1	0.52	-0.2	-130	-	0.54	42.4	33.0	1901	3.6	1.24	1.40
Asus ROG Elite	S8	EUW	8	50.0%	1.05	1798	-7	30:20	13.6	13.0	5.6	5.5	37.5	75.0	1.75	55.8	-	0.63	62.5	0.75	0.4	302	-	0.63	43.8	33.8	1840	2.6	0.89	1.06
Avant Gaming	S8	OCE	53	43.4%	0.92	1787	-44	32:38	11.8	12.7	5.6	6.5	41.5	43.4	1.66	48.8	-	0.43	50.0	0.63	-0.2	194	-	0.66	45.0	33.8	1833	3.6	1.14	1.24
BAUSuperMassive	S8	TR	95	72.6%	1.34	1914	217	31:54	16.1	11.9	7.9	4.0	51.6	73.7	2.18	68.3	-	0.58	63.2	0.82	0.8	1334	-	0.92	71.7	32.9	2200	3.5	1.22	1.27
bbq Olivers	S8	KR	96	30.2%	0.84	1716	-149	37:47	8.0	9.5	4.7	7.6	43.8	38.5	1.44	34.4	-	0.52	55.6	0.32	-0.3	-492	-	0.77	38.4	35.1	1574	4.2	1.38	1.69
Bigetron E-Sports	S8	SEA	6	16.7%	0.43	1559	-492	27:42	8.3	19.5	2.7	9.2	-	16.7	0.67	33.3	-	0.17	16.7	0.50	-1.2	-3215	-	0.17	16.7	30.6	1606	2.7	0.86	0.84
Bilibili Gaming	S8	CN	98	48.0%	0.88	1794	-44	33:58	10.6	12.0	5.6	6.3	48.0	44.9	1.55	44.2	-	-	-	-	-	-	-	0.79	52.6	34.2	1935	3.7	1.28	1.62
Bombers	S8	OCE	50	30.0%	0.77	1696	-182	33:34	9.7	12.5	4.6	7.8	44.0	34.0	1.54	42.9	-	0.46	47.9	0.46	-0.7	-1125	-	0.54	36.0	33.2	1727	3.5	1.24	1.28
Bursaspor Esports	S8	TR	32	37.5%	0.79	1718	-141	31:36	10.8	13.8	4.4	7.4	37.5	18.8	1.38	41.5	-	0.38	38.7	0.71	-1.4	-1980	-	0.41	38.7	32.8	1642	3.4	1.46	1.16
Cherry Gaming	S8	VN	67	40.3%	0.87	1815	-82	30:43	13.5	15.6	5.3	6.5	44.8	46.3	1.25	46.4	-	0.40	48.2	0.43	-0.3	-618	-	0.67	47.8	33.1	2031	3.7	1.01	1.29
Chiefs eSports Club	S8	OCE	67	71.6%	1.43	1908	178	32:44	16.0	11.1	7.7	4.7	47.8	56.7	1.97	62.5	-	0.58	60.0	0.67	0.4	716	-	1.00	72.0	33.9	1977	3.3	1.20	1.35
CLG Academy	S8	NA	49	57.1%	1.11	1779	3	34:13	12.5	11.2	6.1	6.2	42.9	44.9	1.69	48.9	-	0.55	58.7	0.53	-0.1	-194	-	0.78	54.7	33.4	1797	3.2	1.23	1.39
Cloud9	S8	NA	74	58.1%	1.06	1830	92	35:05	11.9	11.2	7.0	5.4	56.8	63.5	1.72	46.7	-	0.42	43.7	0.62	0.3	622	-	0.81	57.4	35.1	1996	3.4	1.25	1.45
Cloud9 Academy	S8	NA	48	72.9%	1.37	1892	195	33:45	13.9	10.1	8.0	4.5	50.0	62.5	1.71	53.2	-	0.44	45.7	0.46	0.4	796	-	0.85	63.7	34.3	2090	3.6	1.21	1.31
Clutch Gaming	S8	NA	53	41.5%	0.87	1732	-88	37:18	9.1	10.5	5.3	7.1	24.5	37.7	1.72	40.8	-	0.45	47.1	0.62	-0.4	-819	-	0.75	45.1	34.4	1760	3.9	1.30	1.57
Clutch Gaming Academy	S8	NA	41	48.8%	0.99	1756	-14	38:11	12.2	12.3	6.5	6.0	46.3	53.7	1.83	47.4	-	0.41	45.9	0.56	0.2	194	-	0.83	47.0	33.0	1980	3.6	1.23	1.41
CNB e-Sports Club	S8	BR	48	47.9%	0.81	1759	-75	33:37	12.3	15.1	6.1	6.7	37.5	52.1	1.54	46.9	-	0.46	48.9	0.60	0.3	-549	-	0.60	40.8	32.0	1907	3.4	1.09	1.39
Counter Logic Gaming	S8	NA	36	38.9%	0.96	1743	-94	37:29	10.7	11.1	5.5	7.7	66.7	50.0	1.97	48.3	-	0.39	45.2	0.53	-0.1	132	-	0.69	34.3	34.0	1870	3.8	1.33	1.54
Crest Gaming	S8	JP	25	36.0%	0.94	1653	-128	36:51	11.3	12.0	4.8	7.3	60.0	36.0	1.56	35.3	-	0.44	45.8	0.32	-0.2	-413	-	0.68	44.4	31.2	1932	3.4	1.25	1.35
Crvena Zvezda Esports	S8	EUW	6	16.7%	0.45	1565	-381	31:09	5.8	12.8	3.0	9.3	33.3	33.3	1.33	36.7	-	0.33	33.3	0.83	-0.7	-2569	-	0.00	0.0	32.5	1400	3.2	1.20	1.08
Cube Adonis	S8	VN	46	58.7%	1.12	1893	81	30:08	16.4	14.5	6.5	5.4	47.8	50.0	1.26	48.4	-	0.52	54.5	0.37	0.0	7	-	0.72	63.6	33.8	2061	3.3	1.47	1.28
DAMWON Gaming	S8	KR	11	63.6%	1.14	1861	107	36:24	13.1	11.5	6.5	4.6	36.4	54.5	1.91	44.1	-	0.27	33.3	0.64	0.2	180	-	0.82	56.1	35.9	1989	4.2	1.33	2.18
Dark Horse	S8	LAS	42	16.7%	0.57	1608	-282	33:51	8.0	13.9	3.8	8.7	45.2	40.5	1.21	32.7	-	0.55	54.8	0.38	-0.7	-1266	-	0.33	23.3	31.5	1547	3.9	1.44	1.30
Dark Passage	S8	TR	67	43.3%	0.91	1753	-69	32:36	10.6	11.7	5.2	6.7	56.7	52.2	1.55	47.3	-	0.51	50.7	0.49	0.0	61	-	0.69	44.7	33.9	1734	3.4	1.08	1.31
Dark Tigers	S8	CZ	21	47.6%	0.89	1767	-90	32:19	15.3	17.1	5.8	6.4	47.6	47.6	1.33	39.8	-	0.52	55.0	0.38	-0.9	-1260	-	0.57	43.9	31.7	1976	2.8	0.93	1.02
Dash9 Gaming	S8	LAN	43	58.1%	1.18	1826	93	37:43	13.2	11.2	7.2	5.8	51.2	51.2	2.19	54.0	-	0.56	61.5	0.58	0.0	318	-	0.86	52.2	34.5	2039	3.8	1.19	1.45
Detonation FocusMe	S8	JP	61	72.1%	1.40	1866	193	32:15	13.0	9.3	7.7	3.9	55.7	65.6	1.51	53.5	-	0.57	64.8	0.51	0.5	1042	-	0.80	72.0	34.2	2093	3.8	1.34	1.37
Dire Wolves	S8	OCE	72	73.6%	1.38	1934	221	32:57	14.0	10.1	7.6	4.2	50.0	55.6	2.04	62.2	-	0.50	52.2	0.69	0.4	820	-	0.75	62.7	36.3	1984	3.2	1.03	1.46
Doxa Gaming	S8	PT	12	8.3%	0.43	1551	-426	31:28	7.9	18.5	2.5	9.2	50.0	25.0	1.00	33.3	-	0.33	33.3	0.42	-0.7	-2724	-	0.25	20.0	29.4	1814	2.9	1.12	1.09
Dragon Army	S8	CIS	38	52.6%	1.00	1731	-48	34:02	11.1	11.0	6.0	6.3	47.4	39.5	2.16	52.0	-	0.55	56.8	0.61	-0.2	-828	-	0.68	49.5	32.8	1809	3.4	1.13	1.34
Dragons E.C	S8	ES	28	17.9%	0.71	1675	-236	31:48	10.1	14.1	3.7	8.7	32.1	32.1	1.00	26.3	-	0.25	25.0	0.32	-0.9	-1010	-	0.36	22.2	32.6	1773	3.1	1.19	1.18
E-Monkeyz Club	S8	ES	56	35.7%	0.76	1717	-156	30:43	10.3	13.5	5.0	7.0	39.3	28.6	1.46	42.5	-	0.29	36.4	0.71	-0.3	-956	-	0.43	39.7	32.6	1798	3.3	1.08	1.18
Echo Fox	S8	NA	62	54.8%	0.91	1817	31	33:31	11.7	12.9	6.5	5.9	50.0	54.8	2.03	57.7	-	0.50	52.5	0.67	0.5	402	-	0.71	51.4	34.7	2039	3.3	1.05	1.27
Echo Fox Academy	S8	NA	45	44.4%	0.94	1790	-7	34:40	10.6	11.3	6.0	6.8	46.7	60.0	1.82	52.1	-	0.38	41.5	0.82	0.1	173	-	0.80	51.9	34.8	1855	3.4	0.97	1.28
Echo Zulu	S8	EUW	3	33.3%	0.70	1639	-173	40:02	15.7	22.3	4.7	9.0	33.3	33.3	1.33	31.1	-	0.00	0.0	0.00	-1.3	-1538	-	1.00	55.6	28.9	2341	3.2	1.37	1.04
Edward Gaming	S8	CN	135	60.0%	1.32	1841	86	33:00	12.7	9.6	6.3	5.3	59.3	60.7	1.91	60.6	-	0.10	81.3	0.82	0.4	1267	-	0.82	60.3	34.3	1815	3.7	1.36	1.57
Electronik Generation	S8	PT	12	66.7%	1.46	1845	109	34:01	16.3	11.2	8.4	5.3	75.0	41.7	1.50	46.1	-	0.58	58.3	0.33	-0.3	35	-	0.67	56.9	32.0	2021	3.3	1.43	1.15
Elements Pro Gaming	S8	CIS	28	21.4%	0.54	1656	-257	34:24	8.2	15.1	3.8	8.3	28.6	42.9	0.96	26.2	-	0.43	48.0	0.43	-0.4	-1138	-	0.39	25.3	33.1	1858	3.5	1.07	1.25
Enclave Gaming	S8	EUW	6	33.3%	0.66	1719	-137	33:46	10.0	15.2	5.2	6.8	33.3	50.0	1.67	44.4	-	0.67	66.7	0.33	0.2	-12	-	0.33	30.0	33.7	1746	3.2	1.26	1.26
eSuba	S8	CZ/SK	3	0.0%	0.43	1610	-275	40:14	8.3	19.3	4.7	9.3	66.7	33.3	2.00	35.6	-	0.67	66.7	1.00	0.0	-814	-	1.00	38.9	31.4	1826	2.9	1.29	1.44
eSuba	S8	CZ	31	87.1%	2.16	2015	428	28:52	20.9	9.5	8.5	2.5	74.2	71.0	1.87	74.5	-	0.87	87.1	0.68	1.9	3582	-	0.94	81.5	32.4	2303	3.3	1.06	0.99
EURONICS Gaming	S8	EUW	11	45.5%	0.81	1820	21	34:47	9.8	12.2	6.0	6.8	45.5	36.4	1.82	52.6	-	0.45	50.0	0.73	-0.5	133	-	0.82	56.4	36.2	2084	3.2	1.05	1.28
Ever8 Winners	S8	KR	14	42.9%	1.10	1769	-77	37:56	11.3	10.3	4.7	7.9	50.0	14.3	1.43	37.7	-	0.36	55.6	0.31	-0.8	-1701	-	0.64	35.9	35.2	1635	4.7	1.29	1.92
Evilvice Esports	S8	LAS	26	34.6%	0.82	1704	-124	33:14	11.2	13.6	4.8	7.3	38.5	50.0	1.35	44.5	-	0.46	48.0	0.46	-0.5	-581	-	0.50	38.2	32.3	1683	3.0	1.21	1.22
EVOS Esports	S8	VN	94	60.6%	1.15	1897	112	31:25	14.0	12.2	6.9	5.1	43.6	52.1	1.55	55.3	-	0.41	48.8	0.44	0.2	564	-	0.72	57.2	35.3	1999	3.8	1.19	1.40
exceL eSports	S8	EUW	9	55.6%	0.75	1740	-87	34:34	9.7	12.9	6.3	6.6	55.6	44.4	2.11	45.8	-	0.44	50.0	0.78	-1.0	-1832	-	0.67	37.0	33.6	1848	3.8	1.06	1.25
eXtatus	S8	CZ	26	42.3%	0.79	1787	-62	28:04	12.7	15.9	5.4	6.3	53.8	53.8	1.38	51.3	-	0.46	46.2	0.69	0.3	232	-	0.46	42.8	31.0	1939	3.1	1.00	0.90
FC Schalke 04	S8	EUW	55	50.9%	1.03	1760	-26	35:38	10.5	10.2	6.2	6.4	52.7	34.5	1.51	44.8	-	0.51	52.8	0.38	-0.5	-176	-	0.69	48.5	34.5	1774	3.9	1.31	1.49
FFQTV Gaming	S8	VN	71	49.3%	0.91	1831	-23	29:30	12.9	14.3	5.8	5.8	52.1	62.0	0.92	35.7	-	0.48	52.3	0.23	0.0	-124	-	0.63	52.1	33.4	1912	3.5	1.02	1.23
Flamengo eSports	S8	BR	27	63.0%	1.22	1854	128	33:16	14.3	11.7	7.2	5.1	55.6	40.7	2.30	59.8	-	0.56	57.7	0.88	-0.1	728	-	0.81	68.8	33.9	1924	3.8	1.35	1.52
Flash Wolves	S8	TW	96	79.2%	1.80	1891	237	32:25	13.1	7.2	7.8	3.6	59.4	67.7	1.89	63.0	-	0.64	74.4	0.68	0.5	1069	-	0.89	73.8	34.7	1933	4.2	1.42	1.55
FlyQuest	S8	NA	41	39.0%	0.82	1733	-117	35:57	10.0	12.1	5.5	7.4	41.5	46.3	1.66	43.3	-	0.49	52.6	0.51	-0.2	-553	-	0.76	42.7	33.7	1789	3.5	1.11	1.40
FlyQuest Academy	S8	NA	53	60.4%	1.09	1805	46	36:46	13.4	12.3	7.0	5.7	50.9	58.5	2.19	53.7	-	0.60	65.3	0.77	-0.2	36	-	1.11	61.6	33.4	2051	3.7	1.29	1.54
Fnatic	S8	EUW	87	69.0%	1.24	1878	157	33:35	13.4	10.8	7.6	4.8	57.5	55.2	1.71	56.7	-	0.53	56.8	0.53	0.2	567	-	0.86	66.4	34.4	1963	3.5	1.12	1.31
For The Win eSports Club	S8	EUW	15	73.3%	1.55	1924	254	30:28	15.1	9.7	7.6	4.1	53.3	66.7	1.20	48.8	-	0.60	60.0	0.47	0.6	1497	-	0.53	57.7	34.1	1941	2.7	0.93	1.14
FTV Esports	S8	VN	66	39.4%	0.83	1821	-112	28:39	13.6	16.3	4.8	6.7	51.5	36.4	1.24	50.9	-	0.27	32.1	0.40	-0.2	-341	-	0.39	34.2	33.2	2070	3.5	0.89	1.27
Funplus Phoenix	S8	CN	94	44.7%	0.91	1788	-53	34:26	11.8	13.0	5.7	6.4	52.1	44.7	1.73	50.6	-	-	-	-	-	-	-	0.68	49.3	34.0	1801	4.0	1.32	1.49
Furious Gaming	S8	LAS	57	50.9%	1.13	1785	50	35:36	11.4	10.1	6.7	6.1	54.4	54.4	1.86	50.7	-	0.60	60.7	0.49	0.3	524	-	0.70	45.7	34.0	1805	3.9	1.30	1.47
G-Rex	S8	TW	100	57.0%	1.01	1769	15	34:57	11.4	11.3	6.2	5.5	49.0	49.0	1.73	49.0	-	0.38	44.2	0.49	0.1	16	-	0.76	51.2	34.0	1784	4.0	1.44	1.55
G2 Esports	S8	EUW	86	58.1%	1.26	1841	118	35:18	12.0	9.5	7.3	5.5	48.8	55.8	1.79	52.0	-	0.51	55.0	0.43	0.3	771	-	0.78	51.0	35.5	1935	3.8	1.32	1.57
G2 Vodafone	S8	ES	32	50.0%	1.08	1762	-45	35:24	11.3	10.4	6.1	7.0	15.6	18.8	1.63	41.5	-	0.13	23.5	0.56	-0.7	-1724	-	0.59	53.2	33.7	1851	4.2	1.09	1.52
Galakticos	S8	TR	28	10.7%	0.48	1604	-406	30:42	7.3	15.1	2.6	9.3	25.0	25.0	0.89	21.4	-	0.18	20.0	0.25	-1.4	-2602	-	0.39	19.6	31.8	1600	3.6	0.94	1.18
Gambit Esports	S8	CIS	70	68.6%	1.26	1831	136	35:16	14.6	11.6	7.4	4.6	54.3	45.7	2.31	61.5	-	0.50	53.8	0.59	0.0	495	-	0.87	64.1	32.8	2219	3.5	1.19	1.56
Gamers Origin	S8	EUW	25	76.0%	1.69	1999	326	31:20	17.5	10.3	8.6	3.7	84.0	76.0	1.80	67.0	-	0.68	73.9	0.56	1.4	2644	-	1.20	76.7	33.2	2230	3.2	1.02	1.23
Gaming Gaming	S8	LAN	37	35.1%	0.79	1738	-91	34:19	11.2	14.2	5.4	7.1	51.4	56.8	1.73	49.1	-	0.46	48.6	0.68	0.2	-86	-	0.49	34.7	33.5	1808	3.5	1.05	1.39
Gangwon	S8	KR	2	0.0%	0.31	1549	-562	30:47	5.5	18.0	1.0	8.5	-	-	0.50	16.7	-	0.00	0.0	0.00	-2.5	-4302	-	0.00	0.0	33.9	1412	4.1	0.85	2.03
Gen.G eSports	S8	KR	65	58.5%	1.03	1791	69	34:31	8.8	8.5	6.4	4.9	43.1	53.8	2.31	64.5	-	0.45	46.8	0.75	0.1	520	-	0.65	56.3	35.4	1652	3.4	1.49	1.64
Gentside	S8	EUW	23	47.8%	0.99	1718	-80	31:43	11.2	11.3	5.1	6.1	56.5	56.5	1.00	35.7	-	0.43	50.0	0.39	0.0	-280	-	0.43	44.7	31.8	1819	3.6	1.18	1.23
Giants	S8	EUW	36	33.3%	0.71	1724	-133	35:27	9.4	13.2	5.6	7.3	27.8	47.2	1.53	44.3	-	0.36	40.6	0.47	-0.2	-658	-	0.61	40.5	34.0	1780	3.6	1.19	1.44
GIGABYTE Marines	S8	VN	81	56.8%	1.12	1875	68	31:53	15.6	13.9	6.5	5.4	48.1	53.1	1.74	58.2	-	0.56	63.4	0.49	0.3	308	-	0.73	57.3	34.4	2052	3.9	1.08	1.37
Golden Guardians	S8	NA	36	25.0%	0.84	1718	-173	36:02	9.8	11.7	4.4	8.3	44.4	38.9	1.47	39.1	-	0.50	51.4	0.50	-0.3	-897	-	0.56	23.3	34.3	1845	3.9	1.28	1.35
Golden Guardians Academy	S8	NA	36	16.7%	0.68	1683	-224	35:23	9.8	14.4	4.3	8.5	47.2	38.9	1.78	42.8	-	0.36	38.2	0.67	-0.4	-449	-	0.42	25.8	33.1	1674	3.3	1.22	1.42
Griffin	S8	KR	69	65.2%	1.62	1840	121	36:47	11.7	7.2	6.7	5.0	44.9	53.6	1.75	46.6	-	0.38	45.6	0.42	-0.1	132	-	0.84	61.4	36.2	1782	3.8	1.33	1.86
GrowUP	S8	PT	12	50.0%	1.14	1773	57	32:44	12.6	11.0	6.3	6.0	41.7	58.3	1.58	60.7	-	0.67	66.7	0.58	0.4	1445	-	0.67	55.0	32.1	1826	3.7	1.31	1.18
Gwangju City	S8	KR	3	33.3%	0.78	1637	-375	28:48	9.7	12.3	3.7	8.7	33.3	-	1.67	47.2	-	0.00	0.0	0.67	-3.0	-4358	-	0.33	33.3	32.9	1547	3.6	0.74	2.33
Gyeonggi	S8	KR	2	0.0%	0.43	1635	-363	37:19	10.0	23.0	2.0	9.0	50.0	-	0.00	0.0	-	0.50	100.0	0.00	0.0	499	-	0.50	50.0	32.1	1811	4.8	0.86	2.01
H2K	S8	EUW	41	29.3%	0.60	1703	-167	34:25	7.6	12.6	4.8	8.0	22.0	34.1	1.02	29.1	-	0.59	61.5	0.39	-0.6	-1450	-	0.78	42.5	34.2	1796	3.7	1.24	1.42
Hafnet eSports	S8	LAS	47	31.9%	0.73	1696	-152	33:49	10.0	13.8	5.1	7.4	46.8	38.3	1.49	43.0	-	0.38	40.9	0.60	-0.4	-891	-	0.57	39.1	32.6	1767	4.1	1.42	1.39
Hall of Fame	S8	VN	29	10.3%	0.67	1729	-305	31:43	10.8	16.3	2.9	9.0	37.9	24.1	1.17	35.3	-	0.31	36.0	0.34	-1.3	-1990	-	0.34	22.6	34.2	1723	4.2	1.15	1.60
Hanwha Life eSports	S8	KR	46	54.3%	1.00	1781	30	33:56	9.3	9.3	6.8	5.2	56.5	67.4	1.85	51.8	-	0.59	61.4	0.63	0.3	-75	-	0.76	61.7	34.3	1667	3.7	1.41	1.58
Hexagone eSports	S8	PT	12	25.0%	0.59	1659	-236	32:38	11.1	18.7	3.6	7.4	8.3	16.7	1.75	49.4	-	0.17	18.2	0.25	-0.8	-2682	-	0.50	31.8	31.5	1784	2.9	0.91	0.97
Hong Kong Attitude	S8	TW	77	41.6%	0.84	1751	-39	35:14	9.6	11.4	5.6	6.3	54.5	45.5	1.87	52.3	-	0.43	47.1	0.48	-0.2	-163	-	0.64	46.5	34.7	1820	4.0	1.45	1.73
HWA Gaming	S8	TR	61	45.9%	0.88	1725	-98	34:05	11.1	12.7	5.5	6.8	54.1	37.7	1.48	40.2	-	0.34	37.5	0.50	-0.4	-643	-	0.56	39.0	32.6	1774	3.7	1.30	1.32
I Gaming Star	S8	KR	2	0.0%	0.27	1557	-493	31:54	4.0	15.0	0.5	10.0	50.0	-	1.00	33.3	-	0.50	50.0	0.00	-1.5	-2598	-	0.00	0.0	35.0	1246	4.9	1.03	2.93
IDM Gaming	S8	BR	22	40.9%	0.83	1699	-146	32:35	9.8	11.9	5.1	7.0	45.5	31.8	1.55	47.3	-	0.36	38.1	0.59	0.1	-625	-	0.50	33.3	32.7	1589	3.0	1.29	1.15
Illuminar Gaming	S8	EUW	17	47.1%	0.83	1772	8	36:13	9.8	11.8	6.8	6.3	64.7	47.1	2.88	62.8	-	0.35	35.3	1.06	0.2	-289	-	0.94	56.9	34.7	1967	4.2	1.31	1.46
Infinity eSports	S8	LAN	60	60.0%	1.23	1800	82	34:49	13.2	10.6	6.8	4.9	48.3	63.3	1.68	53.9	-	0.52	54.4	0.50	0.6	453	-	0.70	57.2	33.1	2053	3.6	1.43	1.42
Inside Games	S8	CZ	30	43.3%	0.71	1738	-128	30:46	13.9	17.2	4.9	7.1	50.0	30.0	1.03	32.4	-	0.23	25.0	0.33	-0.7	-1668	-	0.53	47.0	30.4	1935	2.9	0.97	0.97
INTZ eSports	S8	BR	36	38.9%	0.91	1718	-101	35:55	10.9	12.0	5.9	7.0	50.0	55.6	1.42	40.6	-	0.39	50.0	0.44	-0.3	-714	-	0.69	42.2	32.6	1840	3.9	1.35	1.39
Invictus Gaming	S8	CN	131	74.8%	1.32	1953	240	30:57	15.1	11.4	7.8	3.7	45.0	64.1	1.73	62.6	-	0.09	70.6	0.44	0.6	1085	-	0.79	69.1	35.2	2190	3.5	1.34	1.43
iNvolute	S8	CZ	10	10.0%	0.50	1604	-392	27:58	8.3	16.4	2.2	9.0	40.0	10.0	0.70	22.5	-	0.00	0.0	0.10	-2.5	-3873	-	0.30	31.3	30.7	1745	3.0	0.83	0.89
Isurus Gaming	S8	LAS	56	66.1%	1.46	1848	166	35:11	12.9	8.8	7.4	4.9	60.7	62.5	1.80	52.3	-	0.55	58.5	0.50	0.6	1347	-	0.79	62.0	35.1	1922	4.2	1.54	1.55
J Team	S8	TW	85	43.5%	0.92	1741	-41	36:04	10.6	11.5	5.4	6.3	42.4	44.7	1.68	49.0	-	0.38	45.1	0.49	0.0	-94	-	0.61	41.8	33.9	1817	3.8	1.29	1.49
JD Gaming	S8	CN	120	55.0%	1.10	1817	27	33:33	11.7	10.6	6.6	5.4	55.8	54.2	1.67	50.6	-	-	-	-	-	-	-	0.66	51.6	34.1	1837	3.7	1.28	1.48
Jin Air Green Wings	S8	KR	97	39.2%	0.93	1757	-73	38:08	8.7	9.4	5.4	6.9	50.5	47.4	1.80	43.4	-	0.43	48.8	0.57	0.0	-192	-	0.62	39.3	36.1	1726	4.4	1.27	1.87
K1ck eSports Club	S8	PT	12	91.7%	2.47	1972	389	29:30	16.1	6.5	9.3	2.9	83.3	91.7	2.00	76.4	-	1.00	100.0	0.42	1.8	3509	-	0.83	83.3	34.2	1906	3.3	1.22	1.19
KaBuM! e-Sports	S8	BR	60	65.0%	1.06	1856	107	31:18	12.6	12.0	7.2	4.9	45.0	58.3	1.62	53.6	-	0.45	46.6	0.44	0.2	208	-	0.85	60.2	33.9	1955	3.7	1.35	1.38
Kaos Latin Gamers	S8	LAS	76	69.7%	1.31	1866	186	32:24	14.7	11.2	7.6	4.2	71.1	57.9	2.03	65.0	-	0.42	47.1	0.80	0.4	852	-	0.79	69.1	33.2	2074	3.7	1.38	1.45
Kingzone DragonX	S8	KR	116	65.5%	1.28	1881	162	34:51	11.0	8.6	7.3	4.2	54.3	62.9	2.27	63.9	-	0.37	50.0	0.70	0.3	626	-	0.91	67.0	36.7	1825	4.2	1.31	1.82
KIYF	S8	ES	61	44.3%	0.92	1771	-49	33:31	12.1	13.1	6.0	6.7	31.1	39.3	1.41	42.3	-	0.41	52.1	0.53	0.0	-204	-	0.64	55.8	33.3	1944	3.5	1.29	1.21
Klik Tech	S8	EUW	9	44.4%	0.89	1831	65	34:11	9.9	11.0	6.4	5.8	44.4	44.4	1.89	49.1	-	0.33	37.5	0.78	-0.3	350	-	0.89	51.9	35.3	2066	4.0	1.08	1.47
Kongdoo Monster	S8	KR	54	25.9%	0.65	1691	-244	37:09	7.4	11.4	3.9	7.9	35.2	38.9	1.24	32.6	-	0.17	23.1	0.41	0.0	-766	-	0.61	28.9	35.0	1648	4.5	1.39	1.76
KSV eSports	S8	KR	47	48.9%	0.73	1787	-76	38:06	7.6	10.4	5.3	6.9	42.6	44.7	1.91	53.0	-	0.34	44.4	0.57	-0.1	-414	-	0.60	36.9	37.3	1823	4.5	1.48	2.26
KT Rolster	S8	KR	124	66.1%	1.23	1846	111	35:57	10.5	8.6	7.3	4.8	62.9	61.3	2.01	57.6	-	0.42	55.9	0.63	0.4	781	-	0.81	61.7	36.2	1846	4.3	1.44	1.86
