Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
FlyQuest	S9	NA	49	38.8%	0.89	1739	-70	34:45	9.4	10.5	5.0	7.1	59.2	30.6	2.04	43.0	-	0.29	29.2	0.90	-0.3	-353	-	0.61	43.8	33.6	1531	3.3	1.23	1.41
FlyQuest Academy	S9	NA	36	36.1%	0.78	1705	-151	31:36	11.2	14.3	4.6	7.3	38.9	27.8	1.75	37.8	-	0.28	27.8	0.53	-0.9	-1638	-	0.58	37.7	30.9	1866	3.2	1.36	1.23
Fnatic	S9	EUW	78	65.4%	1.15	1899	119	31:50	15.0	13.0	7.3	5.1	59.0	52.6	2.26	58.6	-	0.40	40.3	0.74	0.1	492	-	0.91	63.7	32.3	1926	3.3	1.28	1.42
Fnatic Rising	S9	UK	36	66.7%	1.55	1856	150	33:04	16.0	10.3	7.4	4.8	61.1	69.4	2.97	66.5	-	0.75	75.0	1.31	0.6	1827	-	1.03	67.6	31.8	1872	3.6	1.42	1.38
For The Win eSports Club	S9	PT	40	82.5%	1.99	1927	354	30:10	15.9	8.0	8.4	2.4	67.5	75.0	2.38	74.9	-	0.55	55.0	0.78	1.1	3201	-	0.93	83.8	32.3	2060	2.7	1.06	1.22
FTV Esports	S9	VN	68	33.8%	0.77	1774	-146	31:14	12.8	16.5	4.5	7.8	42.6	41.2	1.50	35.8	-	0.53	52.9	0.68	-0.6	-1137	-	0.54	35.7	32.0	1789	3.7	1.43	1.49
Funplus Phoenix	S9	CN	110	77.3%	1.59	1938	226	31:11	16.3	10.3	7.8	3.7	43.6	42.7	2.67	67.9	-	0.14	68.2	1.32	0.7	1530	-	0.97	75.3	33.2	1865	3.6	1.27	1.53
Furious Gaming	S9	LAT	47	38.3%	0.99	1758	-22	36:00	10.7	10.8	5.3	6.8	59.6	36.2	2.09	44.2	-	0.53	54.3	0.83	0.0	369	-	0.68	48.7	32.4	1731	3.7	1.39	1.48
G-Rex	S9	TW	75	45.3%	0.87	1737	-71	33:46	11.0	12.6	5.7	6.0	46.7	54.7	1.97	43.2	-	0.48	49.3	0.72	-0.1	-707	-	0.68	47.4	32.0	1645	3.6	1.41	1.48
G2 Esports	S9	EUW	92	69.6%	1.28	1919	171	30:07	16.7	13.0	7.3	4.5	56.5	52.2	1.83	56.5	-	0.54	55.6	0.64	0.5	1250	-	0.57	55.5	32.6	2018	3.7	1.23	1.51
G2 Heretics	S9	ES	50	56.0%	1.22	1824	77	33:31	14.2	11.6	7.0	5.0	60.0	64.0	2.40	56.3	-	0.46	46.0	1.06	0.3	1105	-	0.76	57.8	32.4	1859	3.3	1.44	1.29
Galakticos	S9	TR	36	19.4%	0.59	1670	-208	32:02	8.8	14.8	4.3	8.1	41.7	44.4	1.61	36.6	-	0.50	52.9	0.78	0.1	-570	-	0.31	24.7	30.9	1512	3.4	1.35	1.27
Galatasaray Esports	S9	TR	49	53.1%	1.04	1785	9	33:30	14.6	14.0	6.5	5.9	46.9	51.0	2.31	52.3	-	0.51	51.0	0.78	-0.2	115	-	0.82	52.3	30.5	2014	3.2	1.17	1.30
GAM Esports	S9	VN	79	57.0%	1.21	1866	65	31:47	16.1	13.3	6.5	5.1	48.1	53.2	1.94	48.6	-	0.57	58.4	0.72	0.3	541	-	0.62	49.5	33.0	1920	3.4	1.26	1.38
Gambit Esports	S9	CIS	38	71.1%	1.33	1860	173	32:29	16.1	12.0	7.7	3.9	55.3	63.2	2.63	64.1	-	0.47	48.6	1.00	0.5	1548	-	0.89	63.6	31.1	2062	3.3	1.18	1.41
Gamers Origin	S9	FR	39	53.8%	1.07	1873	73	31:42	15.9	14.8	6.4	5.7	61.5	64.1	2.05	50.0	-	0.54	53.8	0.92	0.4	937	-	0.85	57.7	32.4	2053	3.1	1.25	1.34
GC Busan Rising Star	S9	KR	2	0.0%	0.15	1593	-371	27:54	2.5	17.0	2.0	11.0	-	50.0	2.00	66.7	-	0.50	50.0	1.50	0.5	1216	-	0.00	0.0	31.3	1335	3.4	1.24	1.11
GeekCase eSports	S9	PT	21	33.3%	0.81	1695	-163	31:41	13.8	17.1	4.4	7.3	42.9	19.0	1.52	37.3	-	0.38	38.1	0.43	-1.0	-1900	-	0.48	35.1	29.2	1826	2.9	1.06	1.05
Gen.G eSports	S9	KR	97	46.4%	0.96	1765	-34	34:26	9.0	9.3	5.2	6.5	53.6	29.9	1.94	43.7	-	0.29	29.5	0.56	-0.3	-322	-	0.63	48.2	33.9	1548	3.9	1.44	1.83
Godsent	S9	EUW	3	0.0%	0.51	1554	-433	26:49	9.7	19.0	2.3	8.7	66.7	-	0.33	11.1	-	0.33	33.3	0.00	-2.3	-4003	-	0.00	0.0	27.7	1422	2.6	1.13	1.03
Golden Guardians	S9	NA	43	44.2%	0.88	1763	-31	34:33	10.8	12.2	5.9	6.8	51.2	53.5	2.72	56.4	-	0.56	55.8	0.98	-0.2	-34	-	0.70	47.0	33.0	1878	3.5	1.32	1.54
Golden Guardians Academy	S9	NA	44	56.8%	1.13	1825	99	34:10	13.9	12.3	7.3	5.1	65.9	61.4	2.66	56.7	-	0.66	65.9	1.00	0.7	1847	-	0.80	55.3	31.6	1964	3.4	1.37	1.31
Gravitas	S9	OCE	42	40.5%	0.89	1764	-74	30:59	11.2	12.6	5.1	6.7	54.8	33.3	1.52	39.7	-	0.48	47.6	0.52	-0.2	-456	-	0.62	42.9	32.5	1687	3.2	1.24	1.27
Griffin	S9	KR	110	70.9%	1.79	1913	206	32:53	12.6	7.1	7.3	3.7	67.3	69.1	2.46	60.3	-	0.55	55.0	0.79	0.4	1630	-	0.72	67.2	36.4	1727	3.8	1.39	1.80
Grow Up eSports	S9	PT	33	18.2%	0.60	1587	-320	31:49	10.8	18.0	3.2	8.5	45.5	36.4	1.18	26.2	-	0.36	36.4	0.58	-0.6	-1936	-	0.33	20.6	28.3	1695	2.6	1.04	0.89
Hanwha Life eSports	S9	KR	93	45.2%	0.93	1736	-61	33:23	9.7	10.5	5.2	6.3	48.4	49.5	1.88	42.0	-	0.53	53.3	0.71	-0.1	-268	-	0.65	46.3	32.9	1559	3.9	1.53	1.78
Hexagone eSports	S9	PT	34	52.9%	1.13	1760	2	32:46	13.6	12.1	5.5	6.1	47.1	58.8	1.82	45.4	-	0.32	32.4	0.59	0.2	84	-	0.62	48.4	30.2	1828	2.8	0.94	1.01
HG Esports	S9	IT	14	14.3%	0.59	1587	-365	31:04	9.9	16.9	2.1	9.4	50.0	21.4	1.14	27.4	-	0.14	14.3	0.50	-1.4	-2646	-	0.21	14.3	28.4	1585	2.5	0.90	1.12
Hong Kong Attitude	S9	TW	91	54.9%	1.07	1841	78	33:16	11.9	11.1	6.5	5.8	51.6	56.0	2.48	55.3	-	0.41	40.7	0.92	0.0	314	-	0.84	58.7	33.5	1737	3.4	1.19	1.48
iDomina eSports	S9	IT	17	35.3%	0.70	1743	-167	33:23	14.3	20.5	5.1	7.3	41.2	52.9	2.12	46.8	-	0.35	37.5	0.76	0.1	-705	-	0.71	28.1	30.5	2139	3.0	0.93	1.11
Illuminar Gaming	S10	PL	84	59.5%	1.20	1850	125	32:11	14.6	12.2	6.9	5.1	60.7	61.9	2.18	56.9	-	0.64	64.3	0.93	0.2	815	-	0.79	61.4	32.6	2020	3.2	1.23	1.24
Inaequalis	S9	CZ	11	36.4%	0.71	1662	-177	32:41	10.5	14.5	5.0	7.6	27.3	18.2	1.91	41.2	-	0.18	18.2	1.00	-0.8	-1796	-	0.73	36.7	29.5	1583	2.6	1.07	1.07
Indictive Esports	S9	PL	15	26.7%	0.73	1675	-208	34:50	11.6	16.0	4.1	7.7	66.7	33.3	1.27	31.0	-	0.20	20.0	0.40	-0.2	-400	-	0.40	22.2	30.8	1785	3.0	1.07	1.19
Infinity eSports	S9	LAT	53	60.4%	1.21	1801	48	33:25	12.8	10.5	6.5	5.3	49.1	56.6	2.09	53.2	-	0.55	54.7	0.70	0.4	380	-	0.79	58.8	32.1	1832	3.4	1.31	1.46
Inside Games	S9	CZ	11	18.2%	0.67	1665	-228	31:55	10.6	15.9	3.6	8.8	36.4	27.3	1.18	33.9	-	0.09	9.1	0.45	-0.8	-2286	-	0.45	22.7	30.8	1755	2.9	1.08	1.04
Insurgent	S9	SEA	15	6.7%	0.37	1584	-578	25:19	8.4	22.9	1.3	9.9	20.0	6.7	0.33	11.7	-	0.13	13.3	0.27	-2.5	-6107	-	0.13	9.1	28.7	1655	2.5	0.92	0.82
INTZ eSports	S9	BR	67	53.7%	1.19	1804	30	33:19	12.4	10.4	6.4	6.1	50.7	56.7	1.70	41.4	-	0.49	50.0	0.76	0.1	259	-	0.75	49.2	32.4	1725	3.5	1.39	1.42
Invictus Gaming	S9	CN	127	62.2%	1.07	1896	99	30:48	16.6	15.4	6.6	5.2	19.7	35.4	1.84	48.0	-	0.06	22.6	0.66	0.2	636	-	0.79	61.6	32.5	2194	3.1	1.26	1.41
Istanbul Wild Cats	S9	TR	36	36.1%	0.84	1713	-133	32:39	12.1	14.5	4.4	7.3	50.0	25.0	1.78	42.3	-	0.22	22.2	0.81	-0.6	-1144	-	0.86	44.1	31.1	1566	3.2	1.13	1.27
Isurus Gaming	S9	LAT	76	65.8%	1.33	1862	141	33:10	13.7	10.3	6.9	5.0	53.9	55.3	2.25	55.9	-	0.43	44.0	0.84	-0.1	484	-	0.74	61.0	33.4	1821	2.9	1.08	1.40
J Team	S9	TW	78	65.4%	1.24	1835	124	34:03	12.3	9.9	7.4	4.2	52.6	59.0	2.59	58.6	-	0.60	60.3	0.85	0.2	730	-	0.92	64.1	33.4	1903	3.8	1.38	1.58
JD Gaming	S9	CN	101	49.5%	0.90	1804	-34	32:09	12.6	13.9	5.9	6.2	24.8	27.7	1.91	46.7	-	0.03	75.0	0.50	0.0	-1236	-	0.74	50.1	32.2	1841	3.4	1.28	1.43
Jin Air Green Wings	S9	KR	96	15.6%	0.61	1648	-261	34:23	7.8	12.6	3.0	8.5	43.8	41.7	1.36	28.6	-	0.45	44.8	0.55	-0.3	-1180	-	0.32	23.7	32.4	1491	4.1	1.65	1.67
K1CK eSports Club	S9	PT	35	68.6%	1.41	1871	210	31:31	15.3	10.8	7.9	3.9	65.7	74.3	2.34	60.2	-	0.57	57.1	0.83	0.7	1773	-	0.94	65.7	31.9	1884	2.8	0.99	1.05
KaBuM! e-Sports	S9	BR	46	56.5%	1.07	1845	90	32:21	13.5	12.6	7.0	5.2	47.8	56.5	2.48	58.5	-	0.46	45.7	0.85	0.2	576	-	0.72	52.6	33.3	1981	3.4	1.43	1.41
Kaos Latin Gamers	S9	LAT	42	26.2%	0.84	1718	-123	34:49	10.4	12.5	4.6	8.3	61.9	33.3	1.95	41.2	-	0.52	52.4	0.83	-0.4	-927	-	0.52	29.5	31.8	1650	3.3	1.37	1.33
Kingzone DragonX	S9	KR	109	58.7%	1.15	1832	66	33:22	12.1	10.5	6.4	5.3	53.2	58.7	2.28	53.6	-	0.56	57.0	0.79	0.1	144	-	0.72	56.3	33.7	1762	4.2	1.61	1.81
KT Rolster	S9	KR	97	38.1%	0.86	1745	-81	34:31	10.4	12.1	5.4	6.6	49.5	39.2	1.89	41.6	-	0.45	45.8	0.62	-0.1	-328	-	0.60	43.3	33.1	1591	3.7	1.38	1.70
Legacy eSports	S9	OCE	42	14.3%	0.52	1636	-306	30:36	8.7	16.6	2.7	8.6	31.0	28.6	0.81	20.9	-	0.31	31.0	0.36	-1.0	-2199	-	0.29	20.8	30.0	1491	3.1	1.44	1.10
LGD Gaming	S9	CN	75	36.0%	0.79	1750	-121	32:41	11.4	14.3	5.2	7.2	25.3	21.3	2.20	50.0	-	-	-	-	-	-	-	0.47	31.3	31.8	1778	3.2	1.22	1.46
Liyab Esports	S9	SEA	20	60.0%	1.44	1919	186	30:04	19.2	13.1	6.8	4.7	55.0	50.0	2.00	57.4	-	0.50	50.0	0.90	0.1	935	-	0.80	66.7	30.9	2111	3.2	1.14	1.18
LNG Esports	S9	CN	81	45.7%	0.95	1803	-31	33:15	12.3	12.9	5.8	6.6	22.2	9.9	2.09	48.8	-	-	-	-	-	-	-	0.75	51.9	33.1	1760	3.5	1.28	1.58
Lowkey Esports.Vietnam	S9	VN	50	58.0%	1.08	1822	-7	30:25	14.5	13.4	6.2	5.8	50.0	52.0	1.58	45.1	-	0.50	50.0	0.50	0.1	-30	-	0.72	60.0	30.8	1801	3.1	1.24	1.38
M19 Team	S9	CIS	31	32.3%	0.85	1702	-117	29:23	10.9	12.9	3.9	7.0	41.9	35.5	1.23	37.7	-	0.35	35.5	0.55	-0.3	138	-	0.26	25.0	30.6	1693	3.1	1.16	1.15
Mad Lions E.C	S9	ES	59	59.3%	1.16	1801	83	33:21	13.1	11.3	6.8	5.5	66.1	54.2	2.02	47.2	-	0.64	64.4	0.85	0.3	635	-	0.83	55.0	31.7	1835	3.2	1.25	1.34
MAD Team	S9	TW	82	50.0%	1.09	1744	-43	33:34	11.1	10.1	5.2	6.5	51.2	26.8	1.95	46.2	-	0.35	36.3	0.73	-0.5	-829	-	0.63	49.6	32.1	1690	3.6	1.46	1.43
Mammoth eSports	S9	OCE	57	63.2%	1.32	1854	111	32:23	14.5	11.0	6.7	5.4	50.9	61.4	2.39	59.4	-	0.63	63.2	0.91	0.1	511	-	0.81	58.0	32.8	1799	2.9	1.14	1.41
MEGA	S9	SEA	36	72.2%	1.69	1911	253	32:02	15.6	9.2	7.9	3.7	63.9	83.3	2.42	66.5	-	0.61	61.1	0.92	1.1	3097	-	0.69	57.6	33.6	1917	3.0	1.16	1.40
Misfits	S9	EUW	36	38.9%	0.75	1770	-101	32:05	10.8	14.3	5.6	6.8	55.6	50.0	1.94	49.1	-	0.53	54.3	0.72	0.2	-332	-	0.69	40.0	32.7	1654	3.4	1.39	1.28
Misfits Premier	S9	FR	75	61.3%	0.96	1907	114	30:58	15.5	16.2	7.1	4.9	34.7	56.0	1.93	52.3	-	0.51	50.7	0.71	0.4	449	-	0.75	56.6	33.0	2117	3.1	1.16	1.27
MnM Gaming	S9	UK	17	58.8%	1.00	1805	37	32:19	12.5	12.5	7.2	4.9	41.2	52.9	2.29	53.7	-	0.65	64.7	1.00	0.2	-252	-	0.71	48.4	32.4	1724	2.7	1.04	1.31
MOBA ROG	S9	IT	31	29.0%	0.74	1675	-157	32:16	10.9	14.7	4.0	7.5	54.8	32.3	1.77	40.9	-	0.45	45.2	0.81	0.0	-166	-	0.45	32.2	30.0	1730	3.0	1.18	1.08
Mousesports	S9	DE	9	55.6%	1.16	1821	57	34:14	14.0	12.1	6.2	5.0	66.7	33.3	1.89	47.2	-	0.56	55.6	0.67	-0.1	548	-	0.78	56.3	33.2	1971	3.2	1.37	1.71
Movistar Riders	S9	ES	44	47.7%	1.05	1741	-47	35:32	13.1	12.5	6.0	6.6	45.5	47.7	2.45	50.8	-	0.52	52.3	0.82	0.0	-289	-	0.86	47.3	30.6	1718	3.4	1.36	1.32
NYYRIKKI White	S9	SWE	6	0.0%	0.34	1537	-532	26:25	6.0	17.5	1.0	9.7	16.7	-	0.83	28.9	-	0.00	0.0	0.67	-1.7	-4751	-	0.00	0.0	29.1	1356	2.8	1.17	1.09
OMG	S9	CN	70	27.1%	0.70	1728	-195	31:41	10.8	15.4	3.9	7.8	12.9	11.4	1.49	33.8	-	-	-	-	-	-	-	0.43	29.8	32.1	1631	3.2	1.21	1.30
OpTic Gaming	S9	NA	41	41.5%	0.80	1746	-39	35:00	9.4	11.7	6.1	6.7	56.1	43.9	2.17	47.8	-	0.49	50.0	0.88	0.0	8	-	0.83	47.0	32.3	1702	3.6	1.45	1.60
OpTic Gaming Academy	S9	NA	36	36.1%	0.84	1751	-67	33:01	11.5	13.6	5.4	6.7	55.6	36.1	1.89	44.8	-	0.25	25.0	0.75	0.1	-528	-	0.53	38.1	32.1	1781	3.2	1.17	1.29
Order	S9	OCE	66	50.0%	0.94	1789	-23	33:19	14.2	15.0	6.2	6.4	51.5	50.0	1.95	47.1	-	0.32	31.8	0.61	-0.2	-531	-	0.85	53.5	30.9	1976	3.1	1.22	1.32
Origen	S9	EUW	55	49.1%	0.99	1787	-2	32:36	11.4	11.5	5.9	5.8	50.9	45.5	2.24	57.1	-	0.45	45.5	0.84	-0.1	97	-	0.56	49.7	32.7	1718	3.4	1.29	1.36
Origen BCN	S9	ES	64	59.4%	1.18	1777	32	34:44	12.6	10.7	6.4	5.8	48.4	43.8	2.25	49.1	-	0.44	43.8	0.73	-0.2	-211	-	0.64	49.7	31.4	1927	3.1	1.11	1.27
Outplayed	S9	IT	40	57.5%	1.21	1831	81	32:18	15.4	12.6	6.5	5.6	57.5	42.5	2.10	46.8	-	0.50	50.0	0.95	-0.2	72	-	0.88	57.5	31.5	1939	2.7	0.97	1.12
paiN Gaming	S9	BR	21	47.6%	1.20	1781	-6	35:34	14.5	12.1	5.7	6.5	42.9	57.1	1.52	33.5	-	0.57	57.1	0.48	-0.1	368	-	0.52	42.5	32.1	1808	3.6	1.46	1.64
Penguins	S9	ES	46	47.8%	0.86	1752	-64	34:32	12.0	14.0	5.9	6.5	54.3	52.2	2.30	48.7	-	0.72	71.7	0.87	0.4	59	-	0.67	40.2	31.4	1753	3.5	1.33	1.26
Phelan Gaming	S9	UK	10	30.0%	0.66	1638	-182	32:55	9.4	14.3	3.8	8.7	50.0	30.0	2.20	45.0	-	0.40	40.0	0.80	-1.2	-2215	-	0.40	27.8	30.2	1785	3.6	1.45	1.20
Piast Gliwice Esports	S9	PL	20	35.0%	0.75	1694	-184	32:02	11.4	15.1	4.5	7.3	35.0	50.0	1.45	41.1	-	0.40	40.0	0.60	-0.6	-1497	-	0.50	35.1	31.9	1837	3.4	1.49	1.16
piratesports	S10	PL	23	43.5%	0.84	1723	-97	33:44	12.4	14.8	5.0	6.4	47.8	47.8	2.30	48.2	-	0.61	60.9	0.87	0.1	-436	-	0.70	42.8	30.9	1667	3.4	1.39	1.29
Pixel eSports Club	S9	LAT	46	37.0%	0.73	1732	-93	34:22	9.8	13.5	5.8	6.8	45.7	52.2	2.02	44.7	-	0.33	32.6	0.87	0.0	-175	-	0.72	42.0	31.8	1732	3.3	1.45	1.35
Pompa Team	S9	PL	29	72.4%	1.42	1885	203	30:33	14.0	9.9	7.2	3.7	51.7	72.4	2.52	73.8	-	0.52	51.7	1.03	1.1	1735	-	0.86	71.4	33.8	1891	2.7	0.96	1.14
PRIDE	S10	PL	39	53.8%	1.05	1780	9	32:42	12.6	11.8	5.8	5.9	51.3	41.0	2.13	47.2	-	0.38	38.5	0.82	-0.1	77	-	0.77	50.7	32.1	1779	3.1	1.30	1.27
ProGaming eSports	S9	BR	21	9.5%	0.61	1642	-256	33:46	7.7	12.5	2.9	9.4	52.4	19.0	0.62	14.9	-	0.33	33.3	0.24	-1.1	-2319	-	0.19	10.8	31.7	1535	3.4	1.40	1.18
Qlash Forge	S9	IT	36	63.9%	1.34	1824	105	34:56	15.6	11.6	7.8	4.9	50.0	50.0	2.86	59.7	-	0.56	55.6	1.22	0.1	760	-	0.89	53.3	31.4	1978	3.1	1.37	1.25
QTV Gaming	S9	VN	73	43.8%	0.88	1801	-68	32:19	13.1	14.8	5.9	6.6	50.7	50.7	2.15	49.9	-	0.47	47.9	0.85	0.0	-703	-	0.73	47.1	32.4	1761	3.5	1.42	1.48
R-SIXTEAM	S9	PL	27	37.0%	0.92	1731	-100	34:16	13.0	14.0	5.1	7.0	44.4	51.9	1.70	42.2	-	0.41	40.7	0.63	-0.3	-394	-	0.67	43.7	31.2	1950	3.0	1.03	1.16
Racoon	S9	IT	34	38.2%	0.78	1722	-117	32:47	13.4	17.2	5.5	6.6	55.9	44.1	2.21	51.1	-	0.68	67.6	0.68	-0.4	-682	-	0.56	43.8	29.4	1884	3.0	1.14	1.13
Rainbow7	S9	LAT	57	54.4%	1.02	1818	38	33:32	11.5	11.3	6.7	5.4	36.8	38.6	2.37	55.0	-	0.49	50.0	0.89	-0.3	-491	-	0.86	55.2	33.3	1752	3.5	1.33	1.40
Random 5	S9	EUW	5	20.0%	0.62	1677	-238	29:11	9.6	15.2	2.6	8.4	40.0	20.0	1.00	25.0	-	0.40	40.0	0.80	-0.2	-811	-	0.40	20.0	30.8	1466	2.6	0.92	1.01
Rascal Jester	S9	JP	42	26.2%	0.61	1639	-248	31:29	10.1	16.6	3.4	7.7	45.2	23.8	1.71	41.0	-	0.48	47.6	0.67	-0.6	-1390	-	0.48	33.8	29.8	1698	3.0	1.07	1.21
Redemption POA	S9	BR	47	44.7%	0.91	1758	-57	34:47	12.3	13.6	5.8	6.6	42.6	38.3	2.53	52.7	-	0.34	34.8	1.02	-0.3	-293	-	0.74	43.6	32.1	1810	3.6	1.48	1.34
ROG Esport	S9	FR	38	47.4%	1.00	1787	-30	32:53	14.9	14.9	5.8	6.1	44.7	57.9	2.55	56.8	-	0.39	40.5	0.89	0.1	-415	-	0.68	46.9	31.0	1994	3.4	1.48	1.27
Rogue	S9	EUW	43	30.2%	0.83	1702	-164	32:01	11.0	13.3	4.5	7.5	41.9	37.2	1.53	36.2	-	0.47	46.5	0.67	-0.5	-1407	-	0.35	32.9	31.2	1595	3.3	1.22	1.19
Rogue Esports Club	S9	PL	62	69.4%	1.40	1886	183	32:51	15.1	10.8	7.6	4.1	56.5	64.5	2.48	59.6	-	0.52	51.6	0.89	0.5	1210	-	0.81	61.4	33.0	1951	3.2	1.14	1.22
Rogue Warriors	S9	CN	70	31.4%	0.75	1746	-171	32:08	10.8	14.4	4.2	7.6	15.7	14.3	1.69	38.9	-	-	-	-	-	-	-	0.47	32.8	32.1	1700	3.5	1.30	1.31
RoX	S9	CIS	28	39.3%	0.93	1744	-34	30:37	11.9	12.8	4.5	6.2	50.0	46.4	1.61	41.7	-	0.46	48.1	0.93	0.2	371	-	0.43	37.5	30.5	1806	3.1	1.28	1.18
Royal Never Give Up	S9	CN	93	62.4%	1.24	1857	79	32:30	14.2	11.5	6.8	5.0	29.0	34.4	2.29	55.3	-	0.03	42.9	1.14	0.1	530	-	0.66	57.3	32.7	1795	3.8	1.48	1.73
Royal Youth	S9	TR	60	71.7%	1.29	1859	167	31:49	14.4	11.1	7.4	4.0	61.7	70.0	2.25	63.2	-	0.62	62.7	0.93	0.7	1003	-	0.78	63.8	32.2	1845	3.3	1.15	1.37
S2V Esports	S9	ES	36	36.1%	0.79	1738	-82	33:52	12.1	15.2	5.0	7.1	41.7	38.9	1.92	39.0	-	0.19	19.4	0.81	-0.3	-600	-	0.56	36.4	31.6	1943	3.1	1.22	1.27
SAMCLAN Esports Club	S9	PT	21	33.3%	0.85	1700	-153	32:17	13.9	16.4	3.9	7.6	19.0	23.8	1.95	41.7	-	0.48	47.6	0.86	-0.5	-1306	-	0.52	33.3	29.9	1755	2.6	0.90	1.06
Samsung Morning Stars	S9	IT	42	57.1%	1.08	1842	110	31:03	14.8	13.7	6.5	5.4	47.6	59.5	1.95	51.8	-	0.48	48.8	0.64	0.3	684	-	0.81	61.5	31.2	1927	3.0	0.97	1.30
Sandbox Gaming	S9	KR	99	57.6%	0.92	1816	38	33:58	10.5	11.4	6.6	4.8	45.5	61.6	2.69	60.4	-	0.51	51.5	0.91	0.1	175	-	0.78	56.9	34.6	1731	3.9	1.48	1.94
Sengoku Gaming	S9	JP	42	40.5%	0.77	1731	-62	33:57	10.2	13.2	5.3	6.5	47.6	59.5	1.98	46.0	-	0.40	41.5	0.93	0.2	127	-	0.67	48.3	32.0	1652	3.3	1.28	1.55
SK Gaming	S9	EUW	42	42.9%	0.83	1772	-54	32:58	11.5	13.8	5.5	6.8	50.0	50.0	1.81	47.7	-	0.38	40.0	0.66	-0.1	-494	-	0.67	53.1	32.5	1793	3.2	1.28	1.40
SK Gaming Prime	S9	DE	17	70.6%	1.34	1868	180	34:52	14.6	10.9	8.1	3.9	41.2	70.6	3.24	67.1	-	0.59	58.8	1.00	0.6	1727	-	1.12	72.5	32.9	2054	3.6	1.26	1.36
SK Telecom T1	S9	KR	141	67.4%	1.41	1873	133	33:48	12.7	8.9	7.2	4.6	59.6	53.9	2.83	62.3	-	0.57	57.1	0.94	0.1	475	-	0.77	61.0	35.0	1772	4.4	1.55	1.77
Solary	S9	FR	28	14.3%	0.65	1635	-316	31:00	10.6	16.3	2.4	8.8	32.1	21.4	1.50	33.9	-	0.32	33.3	0.71	-1.1	-2549	-	0.46	31.5	29.5	1612	2.9	1.28	1.09
Splyce	S9	EUW	78	56.4%	1.08	1851	51	34:52	13.9	12.9	6.8	6.1	53.8	42.3	2.14	48.3	-	0.38	40.5	0.77	0.1	560	-	0.87	55.3	33.3	1806	3.6	1.36	1.57
Splyce Vipers	S9	ES	35	54.3%	1.20	1788	48	34:06	14.0	11.7	6.3	5.9	40.0	31.4	1.86	45.1	-	0.51	51.4	0.63	-0.4	-505	-	0.77	55.9	31.9	1889	3.1	1.21	1.26
Srdce nehasnou	S9	CZ	12	50.0%	1.18	1874	101	30:19	19.1	16.0	5.8	4.8	50.0	50.0	2.50	69.4	-	0.75	75.0	1.33	0.3	808	-	0.75	63.6	30.4	2128	3.2	1.37	1.11
SteeWolves Gaia	S9	SEA	18	27.8%	0.69	1777	-222	27:34	15.8	23.0	4.2	7.1	66.7	27.8	1.72	48.2	-	0.33	33.3	0.83	-0.7	-2085	-	0.50	42.2	29.0	2081	2.6	0.94	1.12
Suning	S9	CN	75	46.7%	0.97	1815	-16	33:46	12.7	13.1	5.9	6.1	20.0	28.0	2.09	50.1	-	-	-	-	-	-	-	0.60	46.5	32.9	1876	3.6	1.35	1.54
SuperMassive	S9	TR	52	67.3%	1.44	1872	176	32:26	15.3	10.6	7.4	4.6	48.1	50.0	2.50	62.5	-	0.54	53.8	1.04	0.1	982	-	0.88	68.0	32.5	1853	3.0	1.18	1.30
Szata Maga	S9	PL	28	60.7%	1.24	1859	98	33:52	14.4	11.6	7.2	5.3	46.4	57.1	2.36	63.0	-	0.68	67.9	0.79	0.3	626	-	0.86	58.9	34.0	1885	3.1	1.28	1.27
Team Aurora	S9	TR	48	47.9%	0.85	1765	-55	30:57	13.1	15.3	5.6	6.1	47.9	37.5	1.79	44.1	-	0.42	41.7	0.58	-0.2	-405	-	0.65	44.7	30.6	1818	3.0	1.12	1.17
Team Brute	S9	CZ	30	53.3%	1.14	1778	-7	31:46	15.8	13.8	5.7	6.3	43.3	46.7	2.10	50.4	-	0.30	31.0	0.70	-0.4	-443	-	0.73	50.6	29.5	1912	2.7	0.94	1.05
Team Dynamics	S9	KR	6	16.7%	0.69	1631	-155	35:48	9.8	14.2	3.2	7.2	50.0	16.7	2.33	48.3	-	0.33	33.3	1.00	-0.5	-2012	-	0.33	37.5	30.3	1701	3.7	1.18	1.59
