Name	Season	Region	Games	Win rate	K:D	GPM	GDM	Game duration	Kills / game	Deaths / game	Towers killed	Towers lost	FB%	FT%	DRAPG	DRA%	VGPG	HERPG	HER%	DRA@15	TD@15	GD@15	PPG	NASHPG	NASH%	CSM	DPM	WPM	VWPM	WCPM
SoftBank Hawks Gaming	S13	JP	75	65.3%	1.31	1841	134	31:55	13.4	10.2	7.0	4.7	53.3	56.0	2.43	58.9	-	1.12	56.7	0.96	0.2	773	4.07	0.91	63.1	32.6	2325	3.0	1.37	1.56
Solary	S13	FR	42	50.0%	0.97	1800	15	31:31	12.4	12.8	6.1	6.3	54.8	66.7	2.17	48.1	-	1.14	58.3	0.86	0.2	907	4.76	0.74	45.6	32.5	2081	2.8	1.21	1.30
SPIKE Syndicate	S13	RS	17	52.9%	1.12	1858	59	30:59	14.8	13.2	6.9	5.6	47.1	52.9	2.47	55.9	-	1.29	64.7	1.06	-0.1	1324	5.00	0.59	42.6	32.6	2183	2.8	0.90	1.08
Sprout	S13	DE	18	44.4%	1.14	1780	-13	29:48	13.1	11.4	6.0	6.4	38.9	33.3	1.28	28.6	-	0.61	30.6	0.61	-0.6	-593	3.22	0.39	29.6	32.5	2128	2.0	0.81	1.23
Supernova	S13	NA	36	30.6%	0.72	1753	-160	29:56	12.6	17.4	4.8	7.5	44.4	44.4	1.61	38.8	-	1.33	66.7	0.56	-0.1	-1297	4.89	0.53	36.2	30.4	2236	2.6	0.79	0.97
T1	S13	KR	152	63.2%	1.15	1874	126	31:10	12.8	11.1	7.1	4.5	51.3	71.1	2.58	61.9	-	1.17	60.6	1.11	0.2	851	5.21	0.88	65.0	33.5	2211	3.4	1.39	1.63
T1 Challengers	S13	KR	103	45.6%	0.88	1811	-16	32:42	12.5	14.2	5.8	6.3	53.4	51.5	2.45	52.0	-	1.05	52.4	1.15	0.1	175	4.17	0.70	46.1	33.1	2149	3.0	1.33	1.59
Team 7AM	S13	BE	55	60.0%	1.16	1856	85	30:21	16.9	14.5	6.9	5.1	50.9	52.7	1.85	43.6	-	1.18	59.1	0.60	0.2	267	4.51	0.85	60.5	30.9	2400	2.6	0.91	1.03
Team Aze	S13	LAT	32	21.9%	0.73	1691	-192	32:55	10.4	14.3	3.7	8.3	40.6	31.3	1.84	38.7	-	0.84	42.2	0.59	-0.3	-908	2.56	0.38	25.0	31.8	2141	2.9	1.36	1.50
Team BDS	S13	EUW	83	55.4%	1.06	1809	0	32:37	13.2	12.4	6.5	6.5	54.2	49.4	2.61	57.2	-	0.82	41.0	1.10	0.0	-371	4.78	0.90	54.3	32.5	2071	3.1	1.10	1.49
Team BDS Academy	S13	FR	43	44.2%	0.88	1765	-62	31:37	12.7	14.4	6.0	6.5	48.8	41.9	2.51	54.4	-	0.79	40.7	1.07	-0.1	-844	3.86	0.67	45.2	31.3	2407	2.8	1.17	1.37
Team Bliss	S13	OCE	61	57.4%	1.02	1865	69	30:21	16.4	16.0	6.5	5.2	47.5	49.2	2.43	59.5	-	1.33	67.2	1.00	0.1	672	5.05	0.79	55.9	31.3	2530	2.9	1.07	1.41
Team du Sud	S13	FR	62	79.0%	1.83	1946	269	30:07	18.7	10.2	8.1	3.9	53.2	59.7	2.48	64.6	-	1.16	58.1	1.06	0.1	1169	5.19	0.89	70.1	31.9	2414	2.6	1.03	1.20
Team ESCA Gaming	S13	PL	36	30.6%	0.75	1728	-165	31:14	12.4	16.6	4.4	7.4	47.2	30.6	1.81	40.4	-	0.97	48.6	0.81	-0.3	-1010	4.00	0.50	41.4	30.6	2143	2.3	0.77	1.21
Team Fish Taco	S13	NA	36	27.8%	0.81	1765	-164	31:05	14.7	18.1	4.2	8.1	55.6	36.1	1.94	45.7	-	0.94	47.2	1.03	-0.2	-544	4.53	0.47	29.8	30.8	2269	2.3	0.67	1.13
Team Flash	S13	VN	70	40.0%	0.89	1785	-73	32:40	12.2	13.6	5.9	7.2	55.7	47.1	2.11	45.0	-	1.04	52.9	0.79	0.0	-52	4.61	0.71	40.7	32.5	2121	3.3	1.65	1.73
Team GO	S13	FR	98	63.3%	1.44	1839	90	33:10	15.4	10.7	6.9	5.7	63.3	52.0	2.09	46.7	-	1.11	56.1	0.77	0.0	707	4.38	1.01	57.3	31.9	2314	3.0	1.13	1.34
Team Heretics	S13	EUW	44	43.2%	0.99	1803	-46	32:48	14.3	14.4	6.3	7.2	59.1	40.9	2.41	51.1	-	1.25	62.5	0.84	-0.3	-550	4.27	0.77	43.7	31.7	2227	3.2	1.02	1.44
Team Liquid	S13	NA	63	49.2%	0.97	1838	59	32:36	12.6	13.0	6.7	5.7	52.4	66.7	2.46	56.8	-	1.17	58.7	0.94	0.4	973	5.13	0.83	50.4	33.1	2306	3.1	1.37	1.67
Team Liquid Challengers	S13	NA	96	62.5%	1.24	1858	111	31:24	14.8	11.9	7.0	5.4	46.9	65.6	2.57	59.7	-	1.31	65.6	1.13	0.2	878	5.11	0.80	57.7	32.1	2228	3.3	1.33	1.29
Team Liquid First	S13	NA	34	20.6%	0.56	1662	-289	28:14	9.8	17.5	3.4	8.0	38.2	29.4	1.44	35.5	-	0.85	42.6	0.62	-0.6	-1999	3.21	0.21	21.2	30.9	2016	1.9	0.69	0.98
Team Phantasma	S13	GR	40	45.0%	0.89	1802	-28	30:38	13.4	15.1	5.8	6.4	62.5	60.0	2.18	51.3	-	1.18	58.8	0.93	0.4	439	4.95	0.85	54.2	31.6	2183	2.6	0.95	1.24
Team Sampi	S13	CZ	28	39.3%	0.91	1766	-127	28:06	14.7	16.0	4.6	6.9	50.0	53.6	1.93	50.5	-	0.71	35.7	0.82	-0.3	-827	3.93	0.57	39.3	29.6	2325	2.0	0.60	0.97
Team Secret	S13	VN	77	44.2%	0.91	1817	-29	31:24	12.4	13.7	5.9	6.4	45.5	58.4	1.92	43.2	-	0.91	45.5	0.75	0.1	30	4.34	0.70	47.5	33.3	2247	3.1	1.48	1.73
Team Vitality	S13	EUW	45	46.7%	0.99	1836	26	32:05	13.4	13.5	6.5	6.6	55.6	55.6	2.13	47.0	-	1.00	50.0	0.76	0.3	469	5.33	0.73	46.8	32.8	2295	3.1	0.96	1.42
Team WE	S13	CN	85	45.9%	0.99	1811	-22	31:41	12.5	12.7	5.9	6.3	47.1	43.5	2.18	50.1	-	-	-	-	-	-	-	0.79	54.1	32.2	2188	-	-	-
Team Whales	S13	VN	107	57.0%	1.17	1851	42	31:01	14.5	12.3	6.5	5.6	53.3	47.7	2.36	55.3	-	1.18	58.9	0.93	-0.1	121	4.81	0.91	55.8	32.6	2175	3.6	1.62	1.58
TeamOrangeGaming	S13	DE	54	48.1%	1.01	1857	4	28:00	16.5	16.4	6.1	5.8	55.6	55.6	1.81	49.3	-	1.17	59.3	0.89	0.1	-179	5.35	0.57	48.3	30.2	2576	2.5	0.79	1.02
The Agency	S13	BE	22	54.5%	1.29	1866	138	31:31	16.2	12.5	6.8	5.5	50.0	72.7	2.18	53.4	-	1.23	61.4	1.00	0.5	1537	5.64	0.82	58.3	31.3	2400	2.3	0.88	1.09
The Kings	S13	LAT	16	31.3%	0.70	1707	-175	30:27	10.1	14.4	4.4	7.4	56.3	37.5	2.00	47.8	-	0.88	46.9	0.81	-0.3	-1275	3.31	0.56	34.4	31.4	1998	2.2	1.14	1.41
Top Esports	S13	CN	103	56.3%	1.16	1841	55	30:43	13.7	11.8	6.2	5.5	48.5	43.7	2.34	56.3	-	-	-	-	-	-	-	0.68	52.5	32.6	2265	-	-	-
Triple Esports	S13	AL	34	35.3%	0.78	1771	-130	30:00	14.3	18.2	4.6	7.0	41.2	52.9	1.88	46.4	-	0.82	41.2	0.65	-0.1	-1215	4.53	0.62	39.0	30.1	2339	2.1	0.64	1.23
TSM	S13	NA	46	43.5%	0.87	1743	-112	32:00	11.7	13.4	5.2	7.1	45.7	41.3	2.15	46.9	-	0.85	42.4	0.87	-0.3	-876	3.70	0.63	38.9	31.8	2178	3.0	1.10	1.43
TSM Challengers	S13	NA	37	43.2%	0.91	1819	3	31:16	14.1	15.5	6.1	6.4	54.1	64.9	1.92	46.5	-	1.19	59.5	0.84	0.1	626	5.00	0.62	42.1	31.9	2361	2.3	0.90	1.28
TT	S13	CN	81	43.2%	0.94	1768	-71	32:31	12.1	12.8	5.5	6.5	51.9	35.8	2.37	51.1	-	-	-	-	-	-	-	0.64	38.5	32.6	2035	-	-	-
UCAM Tokiers	S13	ES	50	40.0%	0.84	1762	-95	32:26	12.9	15.3	5.5	6.8	36.0	52.0	1.90	41.1	-	1.00	50.0	0.64	-0.1	-960	3.88	0.94	47.7	31.4	2255	2.6	1.01	1.27
Ultra Prime	S13	CN	75	28.0%	0.61	1718	-219	29:21	9.7	15.9	4.0	7.6	34.7	26.7	1.60	38.2	-	-	-	-	-	-	-	0.43	31.2	32.0	1981	-	-	-
Unicorns Of Love Sexy Edition	S13	DE	86	69.8%	1.13	1905	110	31:20	15.3	13.5	7.3	5.1	57.0	58.1	2.35	53.7	-	0.90	45.3	0.93	0.1	542	5.16	0.93	59.9	34.0	2447	3.0	0.97	1.43
UniQ Esports Club	S13	EUW	29	24.1%	0.65	1700	-202	30:15	11.3	17.5	4.2	8.0	31.0	27.6	1.76	42.6	-	0.86	43.1	1.00	-0.5	-1249	3.62	0.52	30.5	30.3	2020	2.3	0.76	1.17
V3 Esports	S13	JP	49	8.2%	0.46	1587	-381	29:12	7.6	16.4	2.3	8.7	44.9	30.6	1.04	25.5	-	0.53	28.6	0.55	-0.6	-2103	2.37	0.22	13.6	30.5	1760	2.7	1.47	1.48
Valiance	S13	RS	28	35.7%	0.87	1737	-97	30:28	12.5	14.4	4.7	6.9	32.1	39.3	1.89	43.6	-	0.82	41.1	0.75	-0.2	-412	4.00	0.54	34.8	30.4	2119	2.4	0.87	1.11
Vanir	S13	EUW	28	39.3%	0.98	1793	-41	33:19	15.4	15.8	5.9	7.3	50.0	50.0	2.14	46.5	-	1.00	50.0	0.75	0.1	253	4.39	0.71	42.9	31.0	2236	2.4	0.83	1.31
Verdant	S13	EUW	55	54.5%	1.00	1812	33	32:46	14.4	14.5	6.8	5.8	67.3	61.8	2.40	53.0	-	1.09	54.5	0.76	0.1	558	4.47	0.96	57.9	31.4	2233	2.9	1.03	1.23
Vertex Esports Club	S13	OCE	19	26.3%	0.54	1760	-233	28:16	11.7	21.7	4.5	8.2	31.6	47.4	1.47	40.5	-	0.84	42.1	0.58	-0.6	-2123	4.16	0.47	38.9	30.7	2078	2.5	0.87	1.13
Villarreal QLASH	S13	ES	50	50.0%	0.93	1827	-5	31:06	14.9	16.0	6.3	6.2	48.0	56.0	2.20	49.1	-	0.78	39.0	0.88	0.0	116	4.74	0.70	48.4	32.0	2317	2.6	0.92	1.30
Vitality.Bee	S13	FR	44	50.0%	1.00	1786	-10	32:57	12.6	12.6	6.3	6.5	52.3	43.2	2.41	53.7	-	0.80	39.8	0.95	-0.1	-162	3.95	0.80	46.5	32.2	2105	2.7	1.01	1.33
ViV Esport	S13	FR	41	46.3%	1.02	1817	3	31:21	14.0	13.7	5.9	6.2	48.8	56.1	1.95	44.0	-	0.90	45.1	0.83	0.1	391	4.27	0.68	47.1	32.0	2205	2.5	0.93	1.23
Vivo Keyd Stars	S13	BR	45	42.2%	0.93	1778	-43	32:43	14.7	15.7	5.9	6.5	46.7	51.1	2.31	53.0	-	1.13	57.8	0.78	0.0	70	4.20	0.73	48.1	31.2	2285	3.1	1.46	1.53
Vivo Keyd Stars Academy	S13	BR	64	62.5%	1.25	1848	118	31:54	15.4	12.3	6.8	5.3	60.9	60.9	2.53	59.7	-	1.14	57.8	0.95	0.2	722	4.03	0.88	57.8	31.8	2314	3.0	1.21	1.49
Webidoo Gaming	S13	IT	14	28.6%	1.05	1744	-71	33:32	13.7	13.0	4.4	7.6	64.3	35.7	2.29	46.8	-	0.71	35.7	1.00	-0.1	-220	2.64	0.64	42.9	31.2	2026	2.0	0.97	1.36
Weibo Gaming	S13	CN	118	61.0%	1.17	1855	99	30:36	13.5	11.5	6.7	4.9	44.1	53.4	2.14	51.3	-	0.17	55.3	1.05	0.2	470	5.32	0.83	58.8	32.7	2191	3.3	1.32	1.57
WeSports	S13	DE	42	47.6%	0.98	1806	-52	30:12	16.2	16.5	5.3	6.5	42.9	35.7	2.07	48.8	-	0.81	41.7	0.79	0.0	-345	4.67	0.64	47.6	31.0	2503	2.5	0.96	1.17
West Point Esports	S13	PCS	18	38.9%	0.78	1802	-138	28:50	13.1	16.8	5.0	7.2	50.0	33.3	1.94	50.6	-	0.89	44.4	1.00	-0.3	-1242	4.56	0.50	33.3	32.1	2217	2.9	1.15	1.25
White Dragons	S13	PT	63	47.6%	0.97	1776	-37	31:08	12.8	13.2	6.0	6.2	52.4	57.1	2.35	55.5	-	1.06	53.2	1.00	0.1	-6	4.43	0.73	50.3	31.1	2094	2.7	1.03	1.25
Wild Panthers Esports	S13	GR	28	35.7%	0.83	1754	-122	32:08	13.1	15.8	5.0	7.3	35.7	28.6	1.86	39.3	-	0.61	30.4	0.82	-0.4	-1321	3.18	0.54	34.5	31.5	2240	2.4	0.96	1.25
Wildcard Gaming	S13	NA	84	54.8%	0.99	1851	38	30:39	15.1	15.2	5.8	5.9	42.9	44.0	2.48	59.0	-	0.82	41.1	1.08	-0.2	45	4.42	0.89	59.3	32.1	2441	2.4	0.67	1.07
Wizards Club	S13	ES	77	62.3%	1.23	1834	57	31:24	15.9	12.9	6.6	5.5	54.5	57.1	2.69	59.0	-	0.91	46.1	1.14	0.0	347	4.18	0.91	61.7	31.4	2445	2.6	0.94	1.34
WLGaming Esports	S13	GR	68	64.7%	1.25	1887	113	31:40	17.4	13.9	7.0	5.2	41.2	54.4	2.59	62.4	-	1.06	52.9	1.18	0.1	429	4.84	0.76	58.7	32.2	2455	2.8	1.07	1.25
Xoldiers	S13	ES	39	38.5%	0.81	1740	-105	32:12	12.4	15.3	5.2	7.4	46.2	46.2	1.87	40.5	-	1.08	53.8	0.74	0.0	-76	4.62	0.49	36.0	31.1	1993	2.6	1.05	1.24
XtremeDominators	S13	RS	14	0.0%	0.34	1529	-528	26:12	7.3	21.5	1.1	10.2	42.9	-	0.79	20.2	-	0.29	14.3	0.50	-1.3	-4142	2.43	0.14	10.3	28.3	1744	1.8	0.65	0.87
ZennIT Gaming	S13	BE	35	45.7%	0.88	1782	-97	31:41	14.8	16.7	5.7	7.4	51.4	37.1	2.40	51.9	-	0.71	35.7	0.86	-0.1	-540	4.11	0.66	38.5	30.9	2196	2.3	0.77	1.12
Zero Tenacity	S13	PL	60	71.7%	1.56	1945	224	30:38	18.1	11.5	7.8	4.5	55.0	65.0	2.28	56.7	-	1.17	58.3	0.97	0.4	1740	5.43	1.02	73.3	32.5	2534	2.8	1.03	1.26
ZETA	S13	ES	45	46.7%	0.90	1771	-74	32:16	12.4	13.8	5.7	7.1	35.6	22.2	1.93	41.8	-	0.58	30.0	0.91	-0.3	-881	2.91	0.67	39.3	31.8	2061	2.5	0.93	1.24
